"","y","x","i","j","subj","stimulus","cond"
"539",30.2905747340787,-1,9,30,"9","30","-1"
"540",40.7110902317426,1,9,30,"9","30","1"
"541",35.9405310838925,-1,10,1,"10","1","-1"
"542",41.2031718272285,1,10,1,"10","1","1"
"543",30.0039050156829,-1,10,2,"10","2","-1"
"544",37.4986722677172,1,10,2,"10","2","1"
"545",33.7797172633397,-1,10,3,"10","3","-1"
"546",38.1003539207438,1,10,3,"10","3","1"
"547",23.8217136257164,-1,10,4,"10","4","-1"
"548",35.3041408448075,1,10,4,"10","4","1"
"549",26.3852882487609,-1,10,5,"10","5","-1"
"550",39.5072632457213,1,10,5,"10","5","1"
"551",39.2247432015037,-1,10,6,"10","6","-1"
"552",38.8588286690721,1,10,6,"10","6","1"
"553",28.284122094411,-1,10,7,"10","7","-1"
"554",34.8008366728817,1,10,7,"10","7","1"
"555",33.9450910379434,-1,10,8,"10","8","-1"
"556",44.3985977825488,1,10,8,"10","8","1"
"557",32.2675486298519,-1,10,9,"10","9","-1"
"558",35.898795850055,1,10,9,"10","9","1"
"559",37.6609658034601,-1,10,10,"10","10","-1"
"560",49.4164455495885,1,10,10,"10","10","1"
"561",24.7439776892351,-1,10,11,"10","11","-1"
"562",37.8738760006732,1,10,11,"10","11","1"
"563",30.852938972148,-1,10,12,"10","12","-1"
"564",43.8548734510241,1,10,12,"10","12","1"
"565",40.3227396602711,-1,10,13,"10","13","-1"
"566",44.1527217389114,1,10,13,"10","13","1"
"567",32.2775960669189,-1,10,14,"10","14","-1"
"568",42.4875052979473,1,10,14,"10","14","1"
"569",31.889037622817,-1,10,15,"10","15","-1"
"570",43.099853928467,1,10,15,"10","15","1"
"571",30.330813970939,-1,10,16,"10","16","-1"
"572",40.2628524109083,1,10,16,"10","16","1"
"573",37.9277614010971,-1,10,17,"10","17","-1"
"574",35.3480268714975,1,10,17,"10","17","1"
"575",29.4258005154327,-1,10,18,"10","18","-1"
"576",36.1686418210009,1,10,18,"10","18","1"
"577",30.1551140174181,-1,10,19,"10","19","-1"
"578",36.5923509346875,1,10,19,"10","19","1"
"579",31.8406954554143,-1,10,20,"10","20","-1"
"580",37.0560992782421,1,10,20,"10","20","1"
"581",34.6932345684578,-1,10,21,"10","21","-1"
"582",37.7955955283652,1,10,21,"10","21","1"
"583",28.8255776979852,-1,10,22,"10","22","-1"
"584",37.9137001624174,1,10,22,"10","22","1"
"585",30.4811457610637,-1,10,23,"10","23","-1"
"586",43.5860494947993,1,10,23,"10","23","1"
"587",30.523694217228,-1,10,24,"10","24","-1"
"588",35.7834117904339,1,10,24,"10","24","1"
"589",36.6521981433754,-1,10,25,"10","25","-1"
"590",41.6840892494334,1,10,25,"10","25","1"
"591",36.4926056001626,-1,10,26,"10","26","-1"
"592",42.0850974291602,1,10,26,"10","26","1"
"593",31.3869843529997,-1,10,27,"10","27","-1"
"594",42.435611721019,1,10,27,"10","27","1"
"595",27.0081862455023,-1,10,28,"10","28","-1"
"596",39.2675156902474,1,10,28,"10","28","1"
"597",30.9768716562701,-1,10,29,"10","29","-1"
"598",36.9474291016628,1,10,29,"10","29","1"
"599",29.0581272766445,-1,10,30,"10","30","-1"
"600",39.6462523697247,1,10,30,"10","30","1"
"601",31.7086467209408,-1,11,1,"11","1","-1"
"602",40.454673980233,1,11,1,"11","1","1"
"603",28.7101331663634,-1,11,2,"11","2","-1"
"604",38.5671628415781,1,11,2,"11","2","1"
"605",28.0675483674879,-1,11,3,"11","3","-1"
"606",42.6288718457025,1,11,3,"11","3","1"
"607",34.9074108187446,-1,11,4,"11","4","-1"
"608",42.1022185057062,1,11,4,"11","4","1"
"609",33.696426327124,-1,11,5,"11","5","-1"
"610",39.2400054861232,1,11,5,"11","5","1"
"611",36.703718827556,-1,11,6,"11","6","-1"
"612",44.7511956720358,1,11,6,"11","6","1"
"613",34.8962910228475,-1,11,7,"11","7","-1"
"614",43.4072556667578,1,11,7,"11","7","1"
"615",32.3193027554237,-1,11,8,"11","8","-1"
"616",41.5286064794453,1,11,8,"11","8","1"
"617",27.8260612115841,-1,11,9,"11","9","-1"
"618",33.6746653143093,1,11,9,"11","9","1"
"619",37.0080416797463,-1,11,10,"11","10","-1"
"620",46.2120492623288,1,11,10,"11","10","1"
"621",28.6454951607873,-1,11,11,"11","11","-1"
"622",35.4182265656503,1,11,11,"11","11","1"
"623",31.66251277674,-1,11,12,"11","12","-1"
"624",42.330469208696,1,11,12,"11","12","1"
"625",37.7430080696684,-1,11,13,"11","13","-1"
"626",38.6081794076171,1,11,13,"11","13","1"
"627",30.948099823876,-1,11,14,"11","14","-1"
"628",39.7852473371212,1,11,14,"11","14","1"
"629",34.7208682264151,-1,11,15,"11","15","-1"
"630",39.7870591853629,1,11,15,"11","15","1"
"631",23.7600957960872,-1,11,16,"11","16","-1"
"632",41.9311191937015,1,11,16,"11","16","1"
"633",31.4959854538282,-1,11,17,"11","17","-1"
"634",39.4432241832786,1,11,17,"11","17","1"
"635",30.9326867058727,-1,11,18,"11","18","-1"
"636",39.6693217868109,1,11,18,"11","18","1"
"637",27.1392540758776,-1,11,19,"11","19","-1"
"638",37.2342182104151,1,11,19,"11","19","1"
"639",31.4787534498828,-1,11,20,"11","20","-1"
"640",34.9762931960978,1,11,20,"11","20","1"
"641",33.3596603590534,-1,11,21,"11","21","-1"
"642",40.8552467922573,1,11,21,"11","21","1"
"643",32.1858632196149,-1,11,22,"11","22","-1"
"644",43.0051137216408,1,11,22,"11","22","1"
"645",35.5140116767552,-1,11,23,"11","23","-1"
"646",44.3132105497552,1,11,23,"11","23","1"
"647",27.6724165207601,-1,11,24,"11","24","-1"
"648",42.5267935898937,1,11,24,"11","24","1"
"649",38.6866543906641,-1,11,25,"11","25","-1"
"650",39.9778465343155,1,11,25,"11","25","1"
"651",28.7021326559401,-1,11,26,"11","26","-1"
"652",41.012562940212,1,11,26,"11","26","1"
"653",30.2354327667013,-1,11,27,"11","27","-1"
"654",39.9044632217009,1,11,27,"11","27","1"
"655",27.3866244246731,-1,11,28,"11","28","-1"
"656",36.9757652466894,1,11,28,"11","28","1"
"657",29.3962578714945,-1,11,29,"11","29","-1"
"658",31.3073634049566,1,11,29,"11","29","1"
"659",31.6519329377784,-1,11,30,"11","30","-1"
"660",39.4298480020938,1,11,30,"11","30","1"
"661",31.9980669791682,-1,12,1,"12","1","-1"
"662",41.2007723690205,1,12,1,"12","1","1"
"663",32.882987096503,-1,12,2,"12","2","-1"
"664",36.168017331403,1,12,2,"12","2","1"
"665",34.1871288054995,-1,12,3,"12","3","-1"
"666",27.7630923437847,1,12,3,"12","3","1"
"667",32.7738376778759,-1,12,4,"12","4","-1"
"668",37.2842355191258,1,12,4,"12","4","1"
"669",30.5873480542373,-1,12,5,"12","5","-1"
"670",35.5395176091628,1,12,5,"12","5","1"
"671",29.3428538805564,-1,12,6,"12","6","-1"
"672",37.2605980203475,1,12,6,"12","6","1"
"673",29.2801831016801,-1,12,7,"12","7","-1"
"674",28.2334842347728,1,12,7,"12","7","1"
"675",31.3692236263572,-1,12,8,"12","8","-1"
"676",39.2211213657288,1,12,8,"12","8","1"
"677",25.3147371424559,-1,12,9,"12","9","-1"
"678",35.9030699474297,1,12,9,"12","9","1"
"679",41.3281535307998,-1,12,10,"12","10","-1"
"680",39.5252998333143,1,12,10,"12","10","1"
"681",30.4756671411767,-1,12,11,"12","11","-1"
"682",37.3384523061491,1,12,11,"12","11","1"
"683",32.1405408667161,-1,12,12,"12","12","-1"
"684",37.3349659688927,1,12,12,"12","12","1"
"685",33.1197142423284,-1,12,13,"12","13","-1"
"686",43.5542770379122,1,12,13,"12","13","1"
"687",27.4373763558089,-1,12,14,"12","14","-1"
"688",36.2104317239906,1,12,14,"12","14","1"
"689",28.6101812393488,-1,12,15,"12","15","-1"
"690",33.4417777501287,1,12,15,"12","15","1"
"691",26.7357452100175,-1,12,16,"12","16","-1"
"692",34.9067928410712,1,12,16,"12","16","1"
"693",26.6512714052918,-1,12,17,"12","17","-1"
"694",38.2842213712333,1,12,17,"12","17","1"
"695",26.7133471500123,-1,12,18,"12","18","-1"
"696",34.3538876556436,1,12,18,"12","18","1"
"697",28.3456506476389,-1,12,19,"12","19","-1"
"698",30.8518629663216,1,12,19,"12","19","1"
"699",26.9617536195063,-1,12,20,"12","20","-1"
"700",34.4980451228366,1,12,20,"12","20","1"
"701",32.9535883288152,-1,12,21,"12","21","-1"
"702",40.9751811349673,1,12,21,"12","21","1"
"703",30.3482164571757,-1,12,22,"12","22","-1"
"704",43.7797796630177,1,12,22,"12","22","1"
"705",28.6846500869901,-1,12,23,"12","23","-1"
"706",38.3044788037519,1,12,23,"12","23","1"
"707",27.1251146270328,-1,12,24,"12","24","-1"
"708",43.4403541306906,1,12,24,"12","24","1"
"709",33.5607938155225,-1,12,25,"12","25","-1"
"710",33.1595179852189,1,12,25,"12","25","1"
"711",33.7862361583276,-1,12,26,"12","26","-1"
"712",39.9754162792171,1,12,26,"12","26","1"
"713",28.8281131206639,-1,12,27,"12","27","-1"
"714",37.4113412638971,1,12,27,"12","27","1"
"715",26.4959169085106,-1,12,28,"12","28","-1"
"716",39.9315593896714,1,12,28,"12","28","1"
"717",24.1550115530478,-1,12,29,"12","29","-1"
"718",32.790405209133,1,12,29,"12","29","1"
"719",29.1640139850347,-1,12,30,"12","30","-1"
"720",35.8681639847627,1,12,30,"12","30","1"
"721",31.2144975909798,-1,13,1,"13","1","-1"
"722",47.9801551718611,1,13,1,"13","1","1"
"723",32.2344415748805,-1,13,2,"13","2","-1"
"724",46.0441989811748,1,13,2,"13","2","1"
"725",29.5141473012869,-1,13,3,"13","3","-1"
"726",51.7015125580345,1,13,3,"13","3","1"
"727",32.6886564717269,-1,13,4,"13","4","-1"
"728",47.6784570591796,1,13,4,"13","4","1"
"729",32.1163073288002,-1,13,5,"13","5","-1"
"730",42.6465846263686,1,13,5,"13","5","1"
"731",29.4206895781187,-1,13,6,"13","6","-1"
"732",45.9440431060852,1,13,6,"13","6","1"
"733",25.8097089790165,-1,13,7,"13","7","-1"
"734",44.4424358955175,1,13,7,"13","7","1"
"735",37.2024680521547,-1,13,8,"13","8","-1"
"736",43.1661736271835,1,13,8,"13","8","1"
"737",34.8776906293588,-1,13,9,"13","9","-1"
"738",40.7413570649216,1,13,9,"13","9","1"
"739",38.430153172653,-1,13,10,"13","10","-1"
"740",48.7965885769428,1,13,10,"13","10","1"
"741",30.2293452625034,-1,13,11,"13","11","-1"
"742",37.0553568302947,1,13,11,"13","11","1"
"743",30.3145528881465,-1,13,12,"13","12","-1"
"744",44.149598730341,1,13,12,"13","12","1"
"745",34.0141601800845,-1,13,13,"13","13","-1"
"746",51.798393689432,1,13,13,"13","13","1"
"747",27.8528484956684,-1,13,14,"13","14","-1"
"748",39.8105632720532,1,13,14,"13","14","1"
"749",37.9747314391752,-1,13,15,"13","15","-1"
"750",44.9016492923963,1,13,15,"13","15","1"
"751",29.4661796490232,-1,13,16,"13","16","-1"
"752",38.146283599919,1,13,16,"13","16","1"
"753",33.4671142063984,-1,13,17,"13","17","-1"
"754",40.4888691128512,1,13,17,"13","17","1"
"755",25.9798126255851,-1,13,18,"13","18","-1"
"756",41.3633087841203,1,13,18,"13","18","1"
"757",23.8293310852834,-1,13,19,"13","19","-1"
"758",44.679357133232,1,13,19,"13","19","1"
"759",28.1210055076934,-1,13,20,"13","20","-1"
"760",38.4384157540207,1,13,20,"13","20","1"
"761",35.0081145267723,-1,13,21,"13","21","-1"
"762",43.9512304183751,1,13,21,"13","21","1"
"763",30.5908867219147,-1,13,22,"13","22","-1"
"764",49.1070728232308,1,13,22,"13","22","1"
"765",34.3810962159925,-1,13,23,"13","23","-1"
"766",44.4941188327205,1,13,23,"13","23","1"
"767",32.6188709672266,-1,13,24,"13","24","-1"
"768",37.415699880763,1,13,24,"13","24","1"
"769",32.0275943024457,-1,13,25,"13","25","-1"
"770",44.5730247273017,1,13,25,"13","25","1"
"771",37.0139874852851,-1,13,26,"13","26","-1"
"772",47.8277595828785,1,13,26,"13","26","1"
"773",32.0525707457642,-1,13,27,"13","27","-1"
"774",42.337329939462,1,13,27,"13","27","1"
"775",30.5248324368042,-1,13,28,"13","28","-1"
"776",37.7182261503774,1,13,28,"13","28","1"
"777",26.8894500978447,-1,13,29,"13","29","-1"
"778",37.8671271022859,1,13,29,"13","29","1"
"779",28.7468205046674,-1,13,30,"13","30","-1"
"780",44.3570192685455,1,13,30,"13","30","1"
"781",27.415653412649,-1,14,1,"14","1","-1"
"782",38.2559199516184,1,14,1,"14","1","1"
"783",27.4029739261035,-1,14,2,"14","2","-1"
"784",43.7913780612672,1,14,2,"14","2","1"
"785",26.6643488337614,-1,14,3,"14","3","-1"
"786",47.2288834171595,1,14,3,"14","3","1"
"787",27.8836439521339,-1,14,4,"14","4","-1"
"788",38.0661420789899,1,14,4,"14","4","1"
"789",22.6013419528739,-1,14,5,"14","5","-1"
"790",38.6602599939739,1,14,5,"14","5","1"
"791",25.9833156739695,-1,14,6,"14","6","-1"
"792",45.6627474659035,1,14,6,"14","6","1"
"793",22.7537756199809,-1,14,7,"14","7","-1"
"794",36.5128304743589,1,14,7,"14","7","1"
"795",28.0257378213854,-1,14,8,"14","8","-1"
"796",43.3270523402302,1,14,8,"14","8","1"
"797",24.4351130210335,-1,14,9,"14","9","-1"
"798",36.3519129517802,1,14,9,"14","9","1"
"799",28.3158493251379,-1,14,10,"14","10","-1"
"800",48.2498315002195,1,14,10,"14","10","1"
"801",24.3863427807946,-1,14,11,"14","11","-1"
"802",37.3598904973636,1,14,11,"14","11","1"
"803",28.4674685229607,-1,14,12,"14","12","-1"
"804",38.6423658835223,1,14,12,"14","12","1"
"805",34.7796555126713,-1,14,13,"14","13","-1"
"806",42.0947209459985,1,14,13,"14","13","1"
"807",27.6637971058159,-1,14,14,"14","14","-1"
"808",36.9776425412079,1,14,14,"14","14","1"
"809",24.3727230790915,-1,14,15,"14","15","-1"
"810",41.042562817353,1,14,15,"14","15","1"
"811",17.1073837094067,-1,14,16,"14","16","-1"
"812",38.4359346524249,1,14,16,"14","16","1"
"813",25.2158372230675,-1,14,17,"14","17","-1"
"814",43.2805587245499,1,14,17,"14","17","1"
"815",21.8141792376037,-1,14,18,"14","18","-1"
"816",38.4546468614239,1,14,18,"14","18","1"
"817",22.7098633349939,-1,14,19,"14","19","-1"
"818",30.1191276043672,1,14,19,"14","19","1"
"819",26.666030437444,-1,14,20,"14","20","-1"
"820",38.9440249493637,1,14,20,"14","20","1"
"821",25.6838452912269,-1,14,21,"14","21","-1"
"822",40.4465439895761,1,14,21,"14","21","1"
"823",24.147300634464,-1,14,22,"14","22","-1"
"824",40.8992141696285,1,14,22,"14","22","1"
"825",26.6098524869624,-1,14,23,"14","23","-1"
"826",40.8510582956274,1,14,23,"14","23","1"
"827",22.542403059465,-1,14,24,"14","24","-1"
"828",43.716464259845,1,14,24,"14","24","1"
"829",30.5630264285861,-1,14,25,"14","25","-1"
"830",40.1175442836203,1,14,25,"14","25","1"
"831",29.9594169535414,-1,14,26,"14","26","-1"
"832",41.8326766826805,1,14,26,"14","26","1"
"833",24.7028259105408,-1,14,27,"14","27","-1"
"834",40.4526045995748,1,14,27,"14","27","1"
"835",22.7703764635976,-1,14,28,"14","28","-1"
"836",37.1161005284064,1,14,28,"14","28","1"
"837",21.9649083552543,-1,14,29,"14","29","-1"
"838",40.8759673053518,1,14,29,"14","29","1"
"839",23.4982236596827,-1,14,30,"14","30","-1"
"840",42.0538374624783,1,14,30,"14","30","1"
"841",26.3439180183938,-1,15,1,"15","1","-1"
"842",37.1440384324051,1,15,1,"15","1","1"
"843",29.4632558190821,-1,15,2,"15","2","-1"
"844",38.3841278475955,1,15,2,"15","2","1"
"845",35.3355503732179,-1,15,3,"15","3","-1"
"846",42.8200384502344,1,15,3,"15","3","1"
"847",33.8895740127121,-1,15,4,"15","4","-1"
"848",40.8834478455387,1,15,4,"15","4","1"
"849",24.2207902285227,-1,15,5,"15","5","-1"
"850",41.6742634806246,1,15,5,"15","5","1"
"851",33.3477283903111,-1,15,6,"15","6","-1"
"852",50.0248117934937,1,15,6,"15","6","1"
"853",29.26646998502,-1,15,7,"15","7","-1"
"854",38.7773369255483,1,15,7,"15","7","1"
"855",34.8855168677945,-1,15,8,"15","8","-1"
"856",42.2684834448813,1,15,8,"15","8","1"
"857",24.970088621101,-1,15,9,"15","9","-1"
"858",36.6291924764679,1,15,9,"15","9","1"
"859",33.4967367943349,-1,15,10,"15","10","-1"
"860",40.0627454666168,1,15,10,"15","10","1"
"861",29.4053298144761,-1,15,11,"15","11","-1"
"862",37.3310223944253,1,15,11,"15","11","1"
"863",37.4491359298409,-1,15,12,"15","12","-1"
"864",42.756528524736,1,15,12,"15","12","1"
"865",36.0269385403312,-1,15,13,"15","13","-1"
"866",41.9377831767792,1,15,13,"15","13","1"
"867",24.3279991794878,-1,15,14,"15","14","-1"
"868",40.2835956504304,1,15,14,"15","14","1"
"869",34.4176262858181,-1,15,15,"15","15","-1"
"870",43.6417113949189,1,15,15,"15","15","1"
"871",30.1017980978044,-1,15,16,"15","16","-1"
"872",39.3290875784861,1,15,16,"15","16","1"
"873",36.0608454750569,-1,15,17,"15","17","-1"
"874",40.5712509713984,1,15,17,"15","17","1"
"875",28.2860610956534,-1,15,18,"15","18","-1"
"876",37.1640854140927,1,15,18,"15","18","1"
"877",30.573846690236,-1,15,19,"15","19","-1"
"878",39.6637197687758,1,15,19,"15","19","1"
"879",26.7820308779131,-1,15,20,"15","20","-1"
"880",38.0223653259043,1,15,20,"15","20","1"
"881",29.2228598672259,-1,15,21,"15","21","-1"
"882",36.4573026432026,1,15,21,"15","21","1"
"883",28.6778601241453,-1,15,22,"15","22","-1"
"884",44.0084679837117,1,15,22,"15","22","1"
"885",29.9196212411602,-1,15,23,"15","23","-1"
"886",44.7920022705187,1,15,23,"15","23","1"
"887",30.5858483454481,-1,15,24,"15","24","-1"
"888",37.8448245462127,1,15,24,"15","24","1"
"889",32.852468572141,-1,15,25,"15","25","-1"
"890",42.2096248303077,1,15,25,"15","25","1"
"891",35.6547325794822,-1,15,26,"15","26","-1"
"892",44.7449274553226,1,15,26,"15","26","1"
"893",34.1251324165385,-1,15,27,"15","27","-1"
"894",47.2807921978402,1,15,27,"15","27","1"
"895",31.6494508222354,-1,15,28,"15","28","-1"
"896",40.9722500791415,1,15,28,"15","28","1"
"897",29.8969984991523,-1,15,29,"15","29","-1"
"898",35.8363455502643,1,15,29,"15","29","1"
"899",31.2303238946352,-1,15,30,"15","30","-1"
"900",35.0065121925834,1,15,30,"15","30","1"
"901",32.4571786957431,-1,16,1,"16","1","-1"
"902",41.755154239409,1,16,1,"16","1","1"
"903",24.7090021012565,-1,16,2,"16","2","-1"
"904",40.2400834411245,1,16,2,"16","2","1"
"905",29.131883834732,-1,16,3,"16","3","-1"
"906",40.89264551737,1,16,3,"16","3","1"
"907",34.0613102389326,-1,16,4,"16","4","-1"
"908",34.6918774851381,1,16,4,"16","4","1"
"909",34.2767013676436,-1,16,5,"16","5","-1"
"910",39.2078390089033,1,16,5,"16","5","1"
"911",32.1923312458254,-1,16,6,"16","6","-1"
"912",38.2023341809542,1,16,6,"16","6","1"
"913",27.945332196741,-1,16,7,"16","7","-1"
"914",38.4761300265453,1,16,7,"16","7","1"
"915",32.3871768446135,-1,16,8,"16","8","-1"
"916",40.3027135839399,1,16,8,"16","8","1"
"917",27.2908317549041,-1,16,9,"16","9","-1"
"918",34.6851275439916,1,16,9,"16","9","1"
"919",39.3349562775088,-1,16,10,"16","10","-1"
"920",42.3687248518981,1,16,10,"16","10","1"
"921",25.4843273718747,-1,16,11,"16","11","-1"
"922",38.1464223190482,1,16,11,"16","11","1"
"923",25.0415918116296,-1,16,12,"16","12","-1"
"924",39.9365903057635,1,16,12,"16","12","1"
"925",31.6448484677464,-1,16,13,"16","13","-1"
"926",40.9112316886661,1,16,13,"16","13","1"
"927",28.4587411792074,-1,16,14,"16","14","-1"
"928",37.8810032263793,1,16,14,"16","14","1"
"929",24.8476822709855,-1,16,15,"16","15","-1"
"930",35.7713914398542,1,16,15,"16","15","1"
"931",22.0024386143197,-1,16,16,"16","16","-1"
"932",35.2060370116186,1,16,16,"16","16","1"
"933",31.0371846484496,-1,16,17,"16","17","-1"
"934",36.0498907676038,1,16,17,"16","17","1"
"935",24.5640081929173,-1,16,18,"16","18","-1"
"936",35.9431016032732,1,16,18,"16","18","1"
"937",25.9853555145435,-1,16,19,"16","19","-1"
"938",31.340595448336,1,16,19,"16","19","1"
"939",25.7754276049496,-1,16,20,"16","20","-1"
"940",35.1219288063207,1,16,20,"16","20","1"
"941",26.0136940093502,-1,16,21,"16","21","-1"
"942",38.6138591884636,1,16,21,"16","21","1"
"943",31.1070105380435,-1,16,22,"16","22","-1"
"944",43.5487647475128,1,16,22,"16","22","1"
"945",28.636305855094,-1,16,23,"16","23","-1"
"946",42.6524888200675,1,16,23,"16","23","1"
"947",31.3315418896259,-1,16,24,"16","24","-1"
"948",38.6500147393004,1,16,24,"16","24","1"
"949",27.6715511756845,-1,16,25,"16","25","-1"
"950",38.1845204149791,1,16,25,"16","25","1"
"951",27.990228845942,-1,16,26,"16","26","-1"
"952",38.9652704459833,1,16,26,"16","26","1"
"953",28.3170425238243,-1,16,27,"16","27","-1"
"954",37.9937498468091,1,16,27,"16","27","1"
"955",26.7434177569937,-1,16,28,"16","28","-1"
"956",33.5809527043048,1,16,28,"16","28","1"
"957",26.9496745998494,-1,16,29,"16","29","-1"
"958",35.3417689225161,1,16,29,"16","29","1"
"959",22.6548528052724,-1,16,30,"16","30","-1"
"960",38.9975199136527,1,16,30,"16","30","1"
"961",24.8389577347232,-1,17,1,"17","1","-1"
"962",38.9327479390817,1,17,1,"17","1","1"
"963",26.4887068039879,-1,17,2,"17","2","-1"
"964",36.0416106399166,1,17,2,"17","2","1"
"965",32.8677192669623,-1,17,3,"17","3","-1"
"966",42.6717958176169,1,17,3,"17","3","1"
"967",28.5677695939506,-1,17,4,"17","4","-1"
"968",40.2277742019479,1,17,4,"17","4","1"
"969",22.826511018043,-1,17,5,"17","5","-1"
"970",44.2882528621235,1,17,5,"17","5","1"
"971",24.7701871185466,-1,17,6,"17","6","-1"
"972",48.0368567672209,1,17,6,"17","6","1"
"973",21.5292272797147,-1,17,7,"17","7","-1"
"974",46.7176067940017,1,17,7,"17","7","1"
"975",36.6681912912701,-1,17,8,"17","8","-1"
"976",43.9329323536133,1,17,8,"17","8","1"
"977",26.7432417512407,-1,17,9,"17","9","-1"
"978",38.3766515986686,1,17,9,"17","9","1"
"979",29.5135608923678,-1,17,10,"17","10","-1"
"980",42.4512944804917,1,17,10,"17","10","1"
"981",29.9049570876941,-1,17,11,"17","11","-1"
"982",38.7740901911884,1,17,11,"17","11","1"
"983",29.2045379887042,-1,17,12,"17","12","-1"
"984",40.3374437006804,1,17,12,"17","12","1"
"985",32.1076078525214,-1,17,13,"17","13","-1"
"986",44.862382537163,1,17,13,"17","13","1"
"987",36.8359735668634,-1,17,14,"17","14","-1"
"988",40.9090949035109,1,17,14,"17","14","1"
"989",28.8043631764192,-1,17,15,"17","15","-1"
"990",37.6768056490477,1,17,15,"17","15","1"
"991",22.8664257479211,-1,17,16,"17","16","-1"
"992",42.0849909114369,1,17,16,"17","16","1"
"993",31.7539425689272,-1,17,17,"17","17","-1"
"994",41.935720452062,1,17,17,"17","17","1"
"995",31.3206366428881,-1,17,18,"17","18","-1"
"996",36.4730260587872,1,17,18,"17","18","1"
"997",26.1127218048781,-1,17,19,"17","19","-1"
"998",39.4539402475468,1,17,19,"17","19","1"
"999",23.6072132438547,-1,17,20,"17","20","-1"
"1000",38.4421026308149,1,17,20,"17","20","1"
"1001",31.6895103072022,-1,17,21,"17","21","-1"
"1002",40.4958310125413,1,17,21,"17","21","1"
"1003",32.34969604543,-1,17,22,"17","22","-1"
"1004",44.5556203340276,1,17,22,"17","22","1"
"1005",28.0174953847291,-1,17,23,"17","23","-1"
"1006",40.3235691509054,1,17,23,"17","23","1"
"1007",33.2275171305958,-1,17,24,"17","24","-1"
"1008",43.7666315564028,1,17,24,"17","24","1"
"1009",33.6811888647647,-1,17,25,"17","25","-1"
"1010",45.3474555727066,1,17,25,"17","25","1"
"1011",34.198807507882,-1,17,26,"17","26","-1"
"1012",43.1006575577216,1,17,26,"17","26","1"
"1013",28.6880816956656,-1,17,27,"17","27","-1"
"1014",42.2246598795419,1,17,27,"17","27","1"
"1015",30.0266154650199,-1,17,28,"17","28","-1"
"1016",39.2195525197864,1,17,28,"17","28","1"
"1017",24.3494150272379,-1,17,29,"17","29","-1"
"1018",40.0492151310313,1,17,29,"17","29","1"
"1019",30.6500406621119,-1,17,30,"17","30","-1"
"1020",38.6269661655696,1,17,30,"17","30","1"
"1021",25.4010916438447,-1,18,1,"18","1","-1"
"1022",42.7093587853816,1,18,1,"18","1","1"
"1023",32.6277684166739,-1,18,2,"18","2","-1"
"1024",44.6456401837046,1,18,2,"18","2","1"
"1025",29.1855305383753,-1,18,3,"18","3","-1"
"1026",39.8677097208857,1,18,3,"18","3","1"
"1027",24.8296846964718,-1,18,4,"18","4","-1"
"1028",41.8574525735447,1,18,4,"18","4","1"
"1029",31.504132396475,-1,18,5,"18","5","-1"
"1030",39.4425495762578,1,18,5,"18","5","1"
"1031",28.0611224815077,-1,18,6,"18","6","-1"
"1032",41.3160906225027,1,18,6,"18","6","1"
"1033",26.7944882609219,-1,18,7,"18","7","-1"
"1034",36.3061933467282,1,18,7,"18","7","1"
"1035",28.9814565846447,-1,18,8,"18","8","-1"
"1036",42.6589408923974,1,18,8,"18","8","1"
"1037",24.1305797808078,-1,18,9,"18","9","-1"
"1038",40.5555846687356,1,18,9,"18","9","1"
"1039",27.8967681437606,-1,18,10,"18","10","-1"
"1040",47.2870181649669,1,18,10,"18","10","1"
"1041",26.4685697764987,-1,18,11,"18","11","-1"
"1042",37.3061242266348,1,18,11,"18","11","1"
"1043",29.4984852459155,-1,18,12,"18","12","-1"
"1044",39.3316302138803,1,18,12,"18","12","1"
"1045",34.0829430206698,-1,18,13,"18","13","-1"
"1046",48.7164288804054,1,18,13,"18","13","1"
"1047",27.6461138547429,-1,18,14,"18","14","-1"
"1048",46.0729909384594,1,18,14,"18","14","1"
"1049",28.4523756556153,-1,18,15,"18","15","-1"
"1050",42.93571616582,1,18,15,"18","15","1"
"1051",29.0112489471036,-1,18,16,"18","16","-1"
"1052",39.5390259664383,1,18,16,"18","16","1"
"1053",27.876396691261,-1,18,17,"18","17","-1"
"1054",35.1992986695473,1,18,17,"18","17","1"
"1055",29.2144178215608,-1,18,18,"18","18","-1"
"1056",42.0178516635095,1,18,18,"18","18","1"
"1057",21.0049439208954,-1,18,19,"18","19","-1"
"1058",42.8254002211244,1,18,19,"18","19","1"
"1059",20.3525789557475,-1,18,20,"18","20","-1"
"1060",38.1039484599786,1,18,20,"18","20","1"
"1061",31.8880249736735,-1,18,21,"18","21","-1"
"1062",45.6837007943306,1,18,21,"18","21","1"
"1063",30.3341009674024,-1,18,22,"18","22","-1"
"1064",44.3377912691264,1,18,22,"18","22","1"
"1065",25.4401566860909,-1,18,23,"18","23","-1"
"1066",42.1262334379652,1,18,23,"18","23","1"
"1067",30.5105267101952,-1,18,24,"18","24","-1"
"1068",37.8278542666346,1,18,24,"18","24","1"
"1069",23.9284186574579,-1,18,25,"18","25","-1"
"1070",44.9455696806153,1,18,25,"18","25","1"
"1071",28.9311644959608,-1,18,26,"18","26","-1"
"1072",41.3340099114165,1,18,26,"18","26","1"
"1073",31.9856932862592,-1,18,27,"18","27","-1"
"1074",43.8294747734705,1,18,27,"18","27","1"
